total_Mo
0.0
0.0654
0.0
0.0
0.0
0.0
0.6935
2.4551
0.0
0.0
0.0
0.3066
6.0811
0.0
2.7107
0.0
15.763300000000001
0.0
0.0
0.0
0.0
0.0
5.4483
0.4756
0.0
2.6209
0.0
0.0
5.6192
0.0
58.0652
0.0
0.0
42.1402
2.8133
3.7284
0.0
0.0184
0.0
0.0
0.0
0.0
0.0
0.0
8.5731
0.0
0.0
0.0
0.0
0.0
148.7669
0.0
46.821
52.4606
11.2347
0.0
0.0
32.4748
0.0
0.0
21.1771
0.4938
0.0
0.0
0.1656
0.0
0.0
30.1171
0.1503
0.0
10.1934
0.0
0.2946
0.0
0.0
0.0458
0.0
0.012
1.6957
2.6848
0.3688
1.3432
0.0
5.9447
25.6249
0.0
0.0
0.0
0.0
1.3382
0.0
0.1952
261.7027
0.5591
0.0
0.0
909.2634
5.8196
0.0
5.9557
0.0
0.0
0.4527
1.9302
0.0
0.0
0.0
0.0
64.3355
0.0
0.0
0.0
0.0
4.1049
0.0
0.0
1.1372
8.6256
0.0
0.0
0.3127
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.8839000000000001
1.9479
0.1648
0.0
0.6781
0.0
0.0
0.0
0.4107
0.0
0.0
265.4669
0.0
0.0
0.7952
0.0
0.0
1.2551
0.0
0.0
0.0
0.0
0.4571
0.0
9.6891
0.0
1.1795
0.0
5.8801
2.4281
1314.73
2.0812
0.1471
0.0
0.0
0.0
0.0
45.9628
0.0
0.0
91.5147
1.4949999999999999
0.0
0.0
3.6765
19.3175
1494.697
0.0339
0.0
0.9044
0.0
0.0
0.0
2.6552
0.0
0.3638
0.9385
0.0
2.6084
0.0
0.0
0.2357
4.1197
4.9364
965.24
23.6968
31.740099999999998
0.0
0.0
0.0
0.0
0.0
0.0
836.9703
0.0
0.0
0.4825
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8358
0.0
5.0808
2.68
0.0
220.0936
0.0
0.0
3.7246
0.4447
0.0
0.0
0.1697
0.0
12.6091
0.0
0.0
0.044399999999999995
4.2615
0.0
0.0
0.0
1.0479
3005.9013671875
185.9352
0.0
3.5146
0.0
0.0
0.0
0.0
0.0
5.382
0.0
